0,1,2,3,4,5,6,7,8,9,10,11
1517a,1131b,0,1,0,0,0,0,0,1,0,0
1121a,1528c,2,0,0,0,0,0,0,1,0,0
0379b,1463a,1,0,0,0,0,0,1,2,1,0
1545b,1545c,0,0,0,3,2,1,0,0,0,1
1120a,0565c,0,0,0,2,0,0,0,1,0,0
1121a,1257a,0,0,0,1,0,1,0,2,0,0
0458a,1257a,0,0,0,2,0,1,1,3,0,0
1489a,1454b,1,0,0,0,0,0,1,0,0,0
0359a,1123b,2,1,0,0,0,0,1,1,0,0
1254c,1378b,2,0,0,3,0,0,0,2,0,0
0565a,0321a,0,0,0,0,0,1,0,1,1,0
1450b,1450c,1,2,0,2,0,2,1,0,0,1
0359a,1489a,1,0,0,3,0,0,0,2,0,0
0331b,1411b,0,0,0,3,0,1,1,1,0,0
1229b,0461a,2,0,0,0,2,0,0,2,0,0
1454b,0306a,1,0,0,1,0,0,1,1,0,0
1362a,1123b,3,1,0,3,0,0,1,1,0,0
1517a,0491b,0,0,0,1,0,1,1,2,0,0
1386a,0515a,0,0,0,3,0,0,2,1,1,0
0379b,1330a,0,1,0,3,0,0,0,3,0,0
0331b,1547c,1,1,0,3,0,1,0,0,0,0
0367a,1267a,0,0,0,0,0,0,2,2,1,0
1517a,1352b,0,0,0,2,0,0,2,1,0,0
0367a,1521a,0,1,0,0,0,0,1,3,0,0
1300a,1300b,1,0,0,1,0,1,0,1,0,1
1517a,1382c,0,1,0,1,0,0,0,1,0,0
1254c,1552a,2,1,0,1,0,0,0,0,0,0
1302a,0414a,1,1,0,3,0,0,0,2,0,0
1489a,0491b,1,0,0,3,0,1,1,0,0,0
0359a,1343a,0,1,0,0,0,1,0,2,0,0
1517a,0477b,0,0,0,0,0,1,0,0,0,0
1489a,0318c,2,1,0,0,0,0,0,4,0,0
1446a,0492c,1,1,0,2,0,1,1,1,0,0
1454b,1493a,0,0,0,3,1,0,1,3,0,0
1454b,1289c,1,0,0,0,0,0,0,4,0,0
1120a,1260a,2,0,0,2,0,0,0,2,0,0
1391c,1504c,2,0,0,0,0,1,1,1,1,0
1302a,0366a,0,3,0,0,0,0,0,3,0,0
1386a,1123b,1,1,0,0,0,0,1,2,0,0
1391c,0301b,1,0,0,2,0,1,1,1,0,0
1302a,0381a,1,1,0,0,0,0,0,3,0,0
1517a,1498a,2,0,0,0,0,0,1,0,0,0
0331b,1453c,1,0,0,0,0,0,0,2,1,0
0458a,1245c,1,1,0,3,0,0,0,4,0,0
0458a,1472c,0,1,0,3,0,0,0,1,0,0
0331b,0449c,2,1,0,3,0,1,0,0,0,0
1386a,0503a,1,0,0,0,0,1,0,1,0,0
0565a,1520a,1,1,0,0,0,0,1,1,0,0
0401b,0401c,1,3,1,0,2,0,3,2,0,1
1446a,1463c,0,1,0,3,0,0,1,1,0,0
1302a,1300a,1,0,0,2,0,0,0,1,0,0
1489a,0538c,1,1,0,3,0,0,2,1,0,0
1254c,1492a,0,0,0,3,0,1,1,1,0,0
1302a,1476a,1,0,0,3,0,1,0,1,1,0
1362a,1451c,3,1,0,3,0,0,0,0,0,0
1302a,1268b,1,0,0,3,0,0,1,3,1,0
0379b,1498a,3,0,0,1,0,0,1,1,0,0
0331b,0461b,1,0,0,0,0,0,2,0,1,0
1386a,1455c,1,0,0,3,0,0,1,0,0,0
1391c,1498b,0,0,0,1,2,0,1,0,0,0
1391c,1370c,1,0,0,1,0,0,0,0,0,0
1305a,1171b,1,3,0,3,0,1,1,3,0,0
0577a,1230c,0,3,0,3,0,0,0,1,0,0
1446a,0553b,1,0,0,3,2,0,0,1,1,0
1489a,1329b,0,0,0,0,0,0,3,0,0,0
1120a,0363c,1,0,0,3,0,0,3,2,0,0
1446a,1455a,2,0,0,3,0,0,0,0,0,0
1120a,0374c,0,0,0,0,0,0,3,2,0,0
1229b,1521c,1,0,0,1,0,0,1,2,0,0
1386a,0379b,2,0,0,0,0,0,0,0,0,0
1540b,1540c,0,1,0,0,0,0,0,3,1,1
0565a,1341b,0,3,0,3,0,1,1,1,0,0
0359a,0472c,0,0,0,1,0,0,3,0,0,0
0367a,0537a,1,0,0,3,0,0,2,3,0,0
1120a,1284b,1,0,0,0,2,0,0,1,0,0
1121a,0579a,1,1,0,0,0,0,0,0,0,0
1489a,1336b,2,0,0,0,0,1,0,4,0,0
1305a,0321c,1,0,0,2,0,0,0,2,0,0
1121a,0600a,0,0,0,3,0,1,0,2,0,0
1517a,0414b,1,0,0,1,0,1,1,1,0,0
0577a,1152b,0,0,0,1,0,1,0,2,0,0
0367a,1260a,2,0,0,1,0,0,0,0,0,0
0359a,1521a,0,1,0,0,0,0,1,1,0,0
1121a,0557c,1,0,0,3,0,1,0,1,1,0
1229b,0557c,0,0,0,3,0,1,0,0,1,0
0367a,1127a,1,0,0,3,0,0,1,1,0,0
1454b,0429b,1,0,0,0,0,1,0,4,0,0
1302a,1440c,0,3,0,2,0,1,0,2,0,0
1120a,1366a,1,0,0,3,0,1,1,1,0,0
1120a,0411c,0,0,0,0,0,1,0,2,0,0
1517a,1243a,1,1,0,2,0,0,1,1,0,0
1302a,1441b,0,1,0,3,2,0,0,2,0,0
1120a,1492c,1,0,0,0,0,1,0,0,0,0
0359a,1127a,1,0,0,3,0,0,1,1,0,0
1134a,1134c,0,1,0,3,0,0,2,4,0,1
1305a,0600c,2,0,0,3,0,0,1,0,0,0
1229b,1394a,1,0,0,0,0,0,1,1,1,0
1517a,1520c,0,0,0,2,1,0,0,1,0,0
1121a,1451c,2,1,0,3,0,0,0,1,0,0
1517a,1446a,1,0,0,2,0,0,1,0,0,0
1362a,1453a,2,0,0,0,0,0,0,4,0,0
0324b,0324a,0,1,0,3,1,0,0,2,1,1
0577a,0319a,0,3,0,0,0,1,1,1,0,0
0379b,1255c,1,0,0,0,1,0,0,1,0,0
1454b,0432c,1,0,0,3,0,0,1,0,0,0
0565a,1468a,1,0,0,1,0,0,1,1,0,0
1302a,1370a,0,0,0,0,2,0,0,1,0,0
0359a,1487a,0,0,0,3,0,1,0,0,0,0
0367a,1366b,0,1,0,3,0,0,1,2,0,0
1454b,1127a,1,0,0,0,0,0,0,3,0,0
1120a,1460b,0,1,0,0,0,0,1,1,0,0
1305a,1236b,2,3,0,0,0,0,1,0,0,0
1229b,0351c,0,1,0,3,0,0,1,0,0,0
1121a,1374c,1,1,0,3,0,1,0,2,0,0
1120a,1517a,0,0,0,2,0,0,0,0,0,0
0577a,1482a,0,3,0,3,0,0,3,0,0,0
1302a,1513b,0,1,0,0,0,1,0,2,0,0
1517a,0434b,1,3,0,1,0,0,0,2,0,0
0359a,1433b,1,0,0,3,2,0,0,1,0,0
1489a,1445a,1,0,0,0,0,0,0,3,0,0
1391c,0422c,0,1,0,0,0,0,1,2,0,0
0331b,1236a,0,1,0,3,0,0,0,3,0,0
1362a,0445b,2,0,0,0,0,1,1,1,1,0
0367a,1091b,1,0,0,0,0,0,2,3,1,0
1391c,0584a,1,0,0,1,0,0,1,1,0,0
1302a,0353a,0,0,0,0,1,0,0,2,0,0
1489a,0579a,0,1,0,0,0,0,0,1,0,0
1254c,0555b,0,0,0,0,1,0,1,1,0,0
1120a,0366a,0,3,0,0,0,0,0,1,0,0
0359a,1303c,1,3,0,0,0,0,0,2,0,0
0367a,0492b,0,1,0,0,0,1,1,1,0,0
1446a,1458b,0,0,0,3,0,0,0,0,1,0
1391c,1227a,1,0,0,3,0,1,1,0,0,0
1454b,1362c,1,1,0,3,0,0,1,2,0,0
1302a,1329c,2,0,0,3,0,0,3,0,0,0
1386a,0569c,0,0,0,0,0,0,3,0,0,0
1305a,0553b,1,0,0,0,2,0,1,1,1,0
0379b,0318c,0,1,0,3,0,0,0,1,0,0
1391c,1458a,2,0,0,3,0,0,0,0,0,0
1254c,1417c,0,0,0,3,0,0,0,1,1,0
0458a,0575c,0,0,0,1,0,1,1,0,0,0
1254c,1551c,1,3,0,3,0,0,2,1,0,0
1121a,0445a,0,1,0,3,2,0,0,2,0,0
1446a,1255a,0,0,0,3,0,0,0,2,1,0
0331b,1447a,1,0,0,3,0,1,1,0,0,0
1517a,1375b,1,3,0,2,0,0,0,1,0,0
1254c,1497b,1,0,0,0,2,0,0,1,1,0
0359a,1236c,1,0,0,1,0,1,0,1,0,0
1454b,0381b,1,0,0,3,0,1,1,4,0,0
1362a,0451b,1,0,0,0,2,0,1,2,1,0
1489a,0414c,1,0,0,3,0,0,1,3,0,0
0458a,1375a,1,1,0,1,0,0,1,3,0,0
1446a,1484b,0,0,0,3,0,1,0,0,1,0
0331b,0552a,1,0,0,0,0,0,1,2,1,0
1391c,1481b,0,0,0,1,0,0,0,1,0,0
0379b,0321a,1,0,0,3,0,1,1,1,1,0
1391c,1517c,1,1,0,0,0,0,0,3,0,0
1446a,0571b,1,0,0,3,0,0,1,2,0,0
1391c,1090c,2,1,0,3,0,0,1,0,0,0
1446a,1565b,1,0,0,0,2,0,1,0,0,0
0379b,0379c,1,0,0,2,0,0,0,0,0,1
1120a,0538b,1,0,0,0,0,1,2,1,0,0
1517a,1448a,0,0,0,1,0,1,0,2,1,0
1489a,1433c,0,3,0,3,0,0,1,0,0,0
1120a,1236a,1,1,0,0,0,0,0,1,0,0
1454b,1268c,0,0,0,0,0,1,1,4,0,0
1121a,0496d,0,0,0,2,0,0,0,0,1,0
1454b,1424a,1,3,0,3,0,0,0,2,0,0
1120a,1432a,0,3,0,3,0,1,0,1,0,0
1489a,1498b,1,0,0,2,2,0,0,1,0,0
1121a,0456c,0,1,0,3,0,1,0,2,0,0
0331b,1365c,1,1,0,1,0,0,1,2,0,0
1360a,1360c,3,0,1,0,1,0,1,1,1,1
1362a,1180a,1,0,0,1,0,0,1,1,0,0
0331b,1364a,1,0,0,2,2,0,0,3,0,0
1386a,0367c,2,0,0,3,0,0,0,2,0,0
1454b,1144c,1,0,0,1,0,1,1,0,0,0
0379b,1411a,1,1,0,1,0,0,1,2,0,0
1229b,1440c,1,3,0,2,0,1,0,0,0,0
1391c,1455c,0,0,0,3,0,0,0,2,0,0
0359a,1341c,0,0,0,2,0,0,1,2,0,0
0458a,0483a,0,1,0,3,0,0,1,1,1,0
1120a,1448a,0,0,0,3,0,1,0,2,1,0
0379b,0560c,2,0,0,0,0,1,1,3,0,0
1517a,1164c,1,0,0,2,0,1,0,0,0,0
1489a,0496d,1,0,0,2,0,0,0,1,1,0
0565a,0345a,2,0,0,3,2,0,1,1,0,0
1305a,1344a,0,0,0,0,0,1,0,3,0,0
0565a,0571b,2,0,0,3,0,0,1,1,0,0
1489a,1153c,1,0,0,3,1,0,0,1,0,0
0379b,0544a,3,0,0,0,0,0,0,2,1,0
1302a,1386b,1,0,0,3,0,0,0,1,0,0
1302a,1378c,1,0,0,0,0,1,0,2,0,0
1454b,0571a,0,3,0,0,0,1,1,1,0,0
1362a,1458a,3,0,0,0,0,0,1,1,0,0
1302a,1231b,2,1,0,3,0,0,0,1,0,0
1302a,1460b,0,1,0,0,0,0,1,3,0,0
1489a,1378c,0,0,0,0,0,1,0,2,0,0
0379b,1330b,1,1,0,3,0,0,0,1,0,0
0331b,1552b,1,0,0,3,0,1,1,1,1,0
1446a,0432c,2,0,0,3,0,0,1,2,0,0
0565a,1382b,0,0,0,3,2,0,1,1,0,0
0565a,1451c,2,1,0,3,0,0,1,1,0,0
1517a,1424a,1,3,0,1,0,0,1,0,0,0
1229b,0381b,2,0,0,3,0,1,0,2,0,0
1391c,1320c,0,1,0,0,0,0,1,2,0,0
1391c,1441b,0,1,0,0,2,0,1,1,0,0
1517a,1268b,1,0,0,1,0,0,1,1,1,0
1121a,0445b,1,0,0,0,0,1,1,0,1,0
1489a,0349a,2,0,0,2,0,1,0,1,0,0
0379b,0503a,1,0,0,0,0,1,0,1,0,0
0331b,1344c,0,0,0,3,0,0,1,4,0,0
1362a,1370b,2,1,0,3,0,0,0,3,0,0
0539b,0539c,1,0,0,0,2,0,3,2,0,1
0359a,0532b,0,0,0,3,2,0,0,1,1,0
1454b,0306b,0,0,1,1,0,0,1,2,0,0
0565a,1492b,0,1,0,3,0,0,1,1,0,0
1446a,0424a,0,1,0,0,0,0,1,1,0,0
1362a,1149b,1,3,0,0,0,0,1,0,0,0
1446a,1429b,1,0,0,3,2,0,1,1,1,0
1446a,1134c,1,0,0,3,0,0,2,2,0,0
1254c,1219a,2,0,0,1,0,1,1,1,0,0
0379b,1565b,1,0,0,3,2,0,0,1,0,0
1302a,1382c,0,1,0,3,0,0,0,1,0,0
0367a,1454a,0,3,0,3,0,0,1,3,0,0
0565a,1135b,1,0,0,3,0,1,0,0,0,0
0359a,0577c,1,0,0,1,0,1,0,2,0,0
0359a,1413a,0,0,0,1,0,1,0,1,0,0
1513b,1513a,0,0,0,0,0,0,0,1,0,1
1386a,1119a,0,0,0,0,2,0,0,2,0,0
1120a,1260c,1,1,0,3,0,0,1,1,0,0
1446a,1153c,1,0,0,3,1,0,1,1,0,0
1120a,0561b,1,0,0,0,0,0,0,2,0,0
0577a,1374c,1,1,0,0,0,1,0,2,0,0
1229b,0363c,0,0,0,3,0,0,3,2,0,0
1120a,0896a,1,0,0,2,0,1,0,1,0,0
0577a,0379c,0,0,0,2,0,0,0,2,0,0
1121a,1492a,1,0,0,0,0,1,0,1,0,0
1121a,1543b,0,0,0,1,0,0,1,1,0,0
1391c,0379b,1,0,0,0,0,0,1,2,0,0
1305a,0544a,1,0,0,0,0,0,0,1,1,0
1465a,1465b,3,3,0,1,0,1,2,0,0,1
1229b,1518a,1,1,0,0,0,0,0,1,0,0
1391c,1468c,1,1,0,3,0,0,1,3,0,0
1454b,0319c,0,1,1,3,0,0,1,2,0,0
1386a,1498b,1,0,0,1,2,0,0,2,0,0
1454b,0456c,0,1,0,3,0,1,1,3,0,0
0379b,1528c,3,0,0,3,0,0,0,3,0,0
1489a,1231c,0,3,0,0,0,0,1,3,0,0
1454b,1442a,1,1,0,3,0,0,1,1,0,0
0331b,1504c,3,0,0,0,0,1,0,2,1,0
0577a,1257b,1,3,0,0,0,0,0,2,0,0
1305a,1152b,1,0,0,1,0,1,0,3,0,0
1446a,1516a,1,1,0,3,0,0,0,1,0,0
1489a,0373b,1,0,0,2,0,1,0,0,1,0
0367a,0492a,1,3,0,1,0,0,0,0,0,0
1391c,1453a,1,0,0,3,0,0,1,3,0,0
1489a,0307a,1,1,0,0,0,0,0,4,0,0
1120a,0316b,0,0,0,0,0,0,2,2,0,0
0331b,1129b,0,0,0,0,0,0,1,4,1,0
1517a,1097a,1,1,0,1,0,0,0,2,0,0
0379b,1393c,2,3,0,0,0,0,1,1,0,0
1358a,1358b,1,3,1,0,1,0,0,3,0,1
0431c,0431a,1,2,0,3,1,0,1,1,0,1
1391c,1134b,1,3,0,1,0,0,1,1,0,0
0458a,1468a,1,0,0,2,0,0,1,0,0,0
1302a,1491b,0,0,0,3,0,0,0,1,1,0
0367a,1425c,1,3,0,1,0,1,0,3,0,0
1229b,1442c,0,0,0,3,2,0,0,0,1,0
1531c,1531a,1,1,0,0,0,0,1,1,0,1
0565a,1329b,1,0,0,0,0,0,2,1,0,0
0367a,1231a,1,1,0,0,0,0,1,4,0,0
1517a,1448b,1,1,0,2,0,0,1,1,0,0
0359a,1442a,1,1,0,0,0,0,0,1,0,0
1391c,1497a,2,3,0,0,0,0,0,2,0,0
1120a,0532c,0,1,0,0,0,1,0,0,0,0
1362a,0334c,2,3,0,0,2,0,0,0,0,0
0367a,1497b,0,0,0,0,2,0,1,2,1,0
1305a,1416a,0,0,0,3,0,1,0,4,0,0
1454b,1552a,1,1,0,2,0,0,0,1,0,0
1305a,0313c,1,0,0,3,0,0,1,1,1,0
1538a,1538b,1,1,0,0,2,1,1,1,0,1
0565a,1510a,1,0,0,3,0,1,1,2,0,0
1352b,1352c,0,1,0,3,0,0,1,1,0,1
1446a,1460b,1,1,0,0,0,0,0,1,0,0
0577a,0319c,0,1,1,0,0,0,0,1,0,0
0565a,0396b,0,0,1,2,0,0,0,2,0,0
0458a,0552c,1,1,0,0,0,0,1,2,0,0
0367a,1153b,2,3,0,3,0,0,1,2,0,0
0327c,0327a,2,0,0,0,0,1,1,2,1,1
1305a,1386a,0,0,0,0,0,0,0,3,0,0
0359a,1453c,0,0,0,0,0,0,0,0,1,0
0458a,0544b,0,0,0,3,0,1,1,0,0,0
1121a,1300b,0,0,0,3,0,1,0,1,0,0
0565a,1260a,2,0,0,2,0,0,1,3,0,0
0565a,1498a,2,0,0,2,0,0,0,1,0,0
1121a,1452b,1,1,0,0,0,0,0,1,0,0
1305a,0411b,0,1,0,1,0,0,0,1,0,0
0458a,1352b,0,0,0,3,0,0,1,1,0,0
1386a,1446b,0,0,0,1,0,0,0,1,0,0
1302a,1551c,0,3,0,0,0,0,3,2,0,0
0359a,1229c,0,0,1,0,0,0,1,0,0,0
1302a,1483a,0,0,0,0,0,1,0,3,0,0
0367a,1543c,1,0,0,1,0,0,0,2,1,0
1489a,1458c,0,3,0,0,0,0,0,0,0,0
1305a,1237b,2,1,0,1,0,0,0,0,0,0
1454b,1289b,1,3,0,0,0,0,1,2,0,0
1454b,0496c,1,3,0,0,0,0,1,1,0,0
1120a,1374c,1,1,0,3,0,1,0,1,0,0
1454b,0374b,1,3,0,0,0,0,1,1,0,0
1489a,1296c,0,0,0,0,2,0,1,0,0,0
1229b,1486a,0,1,0,3,0,0,0,1,0,0
0565a,0552c,1,1,0,3,0,0,1,1,0,0
1254c,0458b,2,1,0,3,0,0,0,2,0,0
0565a,1237b,1,1,0,2,0,0,1,1,0,0
1121a,1442c,1,0,0,3,2,0,0,1,1,0
0379b,0337a,1,0,0,3,0,0,3,1,1,0
1517a,1441a,1,0,0,0,0,0,2,1,0,0
1302a,1129b,1,0,0,3,0,0,1,4,1,0
1254c,1237c,1,0,1,2,0,0,1,0,0,0
0565a,1482a,0,3,0,0,0,0,2,0,0,0
0577a,1176b,1,3,0,1,0,0,0,1,0,0
0565a,0334a,0,1,0,3,0,1,1,1,0,0
0359a,0539b,1,0,0,0,2,0,0,0,0,0
1391c,1534c,1,0,0,0,0,1,1,2,0,0
1302a,0531b,0,1,0,0,0,1,0,2,0,0
0359a,0492c,0,1,0,1,0,1,0,1,0,0
1386a,0503b,1,0,0,1,0,0,1,2,0,0
0359a,0550a,1,3,0,3,0,0,0,2,0,0
0321a,0321b,1,1,0,0,0,1,0,2,1,1
0379b,1463c,2,1,0,0,0,0,0,2,0,0
1517a,1234a,1,3,0,2,0,0,0,1,0,0
1302a,0424c,0,0,0,3,0,0,3,3,0,0
1391c,1137b,1,0,0,3,0,1,1,1,0,0
1362a,0503a,1,0,0,3,0,1,0,2,0,0
1386a,1481a,2,0,0,1,0,0,0,0,0,0
0458a,1255c,0,0,0,0,1,0,1,2,0,0
1305a,0492c,1,1,0,1,0,1,0,1,0,0
1302a,1489b,0,0,0,0,0,0,1,2,0,0
1454b,0301b,1,0,0,1,0,1,1,0,0,0
0359a,1129c,1,1,0,3,0,0,0,0,0,0
1120a,1472c,0,1,0,0,0,0,1,1,0,0
1120a,0472a,1,0,0,0,0,1,0,2,0,0
0469a,0469c,0,3,0,0,2,0,0,4,1,1
1386a,1382b,1,0,0,0,2,0,0,3,0,0
1302a,0375a,1,1,0,0,0,0,0,4,0,0
1454b,0544a,2,0,0,3,0,0,1,1,1,0
1454b,1237a,0,0,1,2,0,0,1,1,0,0
0367a,1146b,0,1,0,3,0,1,1,3,0,0
0458a,0531b,0,1,0,3,0,1,1,2,0,0
1229b,1137c,1,1,0,0,0,0,0,1,0,0
1386a,1207c,2,0,0,1,0,0,1,1,1,0
1302a,1463a,0,0,0,3,0,0,1,1,1,0
1391c,1518a,0,1,0,3,0,0,1,0,0,0
1229b,1494a,0,1,0,2,0,0,0,1,0,0
0458a,1495b,1,0,0,2,0,1,0,0,0,0
0367a,0492c,0,1,0,1,0,1,0,3,0,0
0367a,1488a,1,0,0,0,0,1,0,4,0,0
1229b,0896c,0,0,0,3,0,1,1,2,0,0
1391c,1521a,0,1,0,0,0,0,0,0,0,0
1305a,0491c,1,1,0,0,0,0,0,4,0,0
1386a,0538c,1,1,0,0,0,0,2,2,0,0
1254c,1174a,0,0,0,1,0,1,1,3,0,0
1391c,0434b,1,3,0,0,0,0,1,1,0,0
0367a,1119c,0,0,0,3,0,0,1,2,1,0
1362a,0338c,3,0,0,0,0,0,1,2,1,0
1458a,1458c,1,3,0,0,0,0,1,1,0,1
1386a,0301b,0,0,0,2,0,1,0,3,0,0
1454b,1366a,1,0,0,3,0,1,0,1,0,0
1362a,1540b,2,0,0,3,0,0,1,3,0,0
0367a,1445c,0,0,0,0,0,1,0,4,0,0
0359a,1471b,1,1,0,0,0,0,0,2,0,0
1489a,1545b,1,0,0,3,2,0,0,1,0,0
1391c,1289c,1,0,0,3,0,0,0,3,0,0
1254c,0510c,2,0,0,1,0,1,0,1,0,0
1362a,0334b,1,1,0,3,0,0,3,1,0,0
1229b,1453a,0,0,0,0,0,0,0,2,0,0
1305a,1039c,1,3,0,0,0,0,3,1,0,0
0539a,0539b,1,3,0,3,2,0,1,0,0,1
1386a,1289b,0,3,0,3,0,0,0,1,0,0
1386a,0414b,0,0,0,0,0,1,1,2,0,0
0379b,1432a,1,3,0,0,0,1,0,2,0,0
1121a,1534c,1,0,0,3,0,1,0,2,0,0
0331b,1267a,1,0,0,0,0,0,2,2,1,0
1446a,1513b,1,1,0,0,0,1,1,0,0,0
1489a,0896c,0,0,0,3,0,1,1,4,0,0
1305a,1424a,2,3,0,0,0,0,1,2,0,0
0331b,1433a,1,1,0,0,0,0,1,0,0,0
1305a,1153c,1,0,0,0,1,0,0,1,0,0
1121a,1494a,1,1,0,2,0,0,0,0,0,0
0367a,1344a,1,0,0,0,0,1,0,1,0,0
1302a,1484b,1,0,0,3,0,1,1,2,1,0
1254c,1309a,1,0,0,0,0,0,1,1,0,0
1446a,0600a,1,0,0,3,0,1,1,1,0,0
0367a,1361b,1,1,0,3,0,0,0,0,0,0
1362a,1375c,0,3,0,3,0,0,0,0,0,0
1362a,1131b,1,1,0,2,0,0,0,3,0,0
1229b,0510c,2,0,0,2,0,1,1,2,0,0
1362a,1328b,2,1,0,3,0,0,3,2,0,0
0367a,1378c,1,0,0,3,0,1,0,2,0,0
1517a,1274a,1,0,0,0,0,0,0,1,0,0
1491b,1491c,1,0,0,1,0,0,1,1,1,1
1120a,1513b,0,1,0,0,0,1,0,0,0,0
0458a,1248a,0,0,0,3,0,0,0,4,0,0
0359a,1302a,0,0,0,3,0,0,0,2,0,0
1302a,1492c,1,0,0,0,0,1,0,2,0,0
1362a,1329a,2,0,0,0,0,1,1,3,0,0
0379b,0307a,1,1,0,3,0,0,0,1,0,0
0367a,1417c,1,0,0,3,0,0,1,2,1,0
0367a,1231b,2,1,0,0,0,0,0,3,0,0
0458a,0510c,1,0,0,1,0,1,0,0,0,0
1181a,1181c,1,2,0,0,2,2,0,2,0,1
1229b,1344c,2,0,0,0,0,0,1,2,0,0
1489a,0314b,1,1,0,3,0,0,0,2,0,0
1446a,1361b,0,1,0,0,0,0,1,2,0,0
0565a,1565b,0,0,0,0,2,0,1,1,0,0
1254c,1448a,1,0,0,0,0,1,1,1,1,0
1229b,1309a,1,0,0,3,0,0,0,0,0,0
1454b,0503a,0,0,0,3,0,1,1,2,0,0
0577a,1129c,1,1,0,3,0,0,0,1,0,0
1254c,1320a,0,0,0,3,0,1,1,2,0,0
0565a,0381a,1,1,0,0,0,0,1,2,0,0
1229b,1231c,0,3,0,0,0,0,1,1,0,0
1229b,1450b,1,1,0,0,0,1,0,1,0,0
0577a,0571b,2,0,0,0,0,0,0,1,0,0
1362a,0553b,1,0,0,3,2,0,1,1,1,0
0331b,1382b,1,0,0,0,2,0,0,0,0,0
1362a,1248a,1,0,0,0,0,0,1,4,0,0
0331b,0491c,1,1,0,0,0,0,0,4,0,0
1517a,1540b,1,0,0,1,0,0,1,1,0,0
1229b,1531b,1,0,0,0,0,1,1,1,0,0
1302a,0424a,1,1,0,0,0,0,0,1,0,0
1254c,0354b,2,0,0,0,0,1,0,3,0,0
1121a,1490b,1,1,0,0,0,1,0,1,0,0
0458a,0570c,1,3,0,1,0,0,1,1,0,0
1386a,0597c,0,3,0,0,0,0,1,2,0,0
0331b,0577b,1,0,1,3,0,0,1,2,0,0
0367a,1252a,1,0,0,3,0,1,0,1,0,0
1273a,1273c,0,1,0,3,1,1,2,1,0,1
0331b,0458c,0,1,0,0,0,0,0,3,0,0
0379b,1230c,1,3,0,3,0,0,0,1,0,0
1386a,1391c,1,0,0,0,0,0,1,2,0,0
0489c,0489a,0,3,1,1,0,1,0,0,1,1
1386a,1458c,0,3,0,3,0,0,0,3,0,0
0565a,1531a,0,1,0,3,0,1,1,2,0,0
0367a,1330c,1,0,0,2,0,0,1,1,0,0
1362a,1551c,1,3,0,0,0,0,3,2,0,0
1454c,1454a,1,3,0,3,0,0,1,3,0,1
1254c,1512c,1,0,0,1,0,0,0,2,0,0
1454b,1330c,1,0,0,1,0,0,0,3,0,0
1489a,1551a,1,0,0,3,0,0,3,3,0,0
1229b,0432a,2,1,0,0,0,0,1,0,0,0
1201a,1201b,2,1,0,0,0,1,2,1,0,1
1302a,1152b,0,0,0,2,0,1,0,3,0,0
1489a,0597c,0,3,0,3,0,0,1,1,0,0
1489a,1257c,1,0,0,0,0,0,0,4,0,0
1254c,0301b,0,0,0,2,0,1,1,1,0,0
0458a,1370c,1,0,0,1,0,0,0,1,0,0
0577a,1446a,1,0,0,3,0,0,1,1,0,0
1302a,1314a,1,0,0,2,0,1,0,4,0,0
1446a,0319c,1,1,1,3,0,0,1,0,0,0
1446a,1481a,2,0,0,2,0,0,1,1,0,0
0577a,1320c,0,1,0,0,0,0,0,2,0,0
0367a,0389c,0,1,0,0,0,0,3,2,0,0
0359a,0531b,0,1,0,3,0,1,0,0,0,0
1391c,1391b,1,3,0,0,0,0,0,3,0,1
0359a,0350b,0,0,0,3,0,1,1,2,0,0
1454b,1463b,1,0,0,0,0,1,1,1,0,0
1302a,1300c,1,0,0,3,0,0,1,1,0,0
1254c,1231a,0,1,0,0,0,0,0,1,0,0
1302a,1330c,1,0,0,1,0,0,1,3,0,0
1446a,0560b,1,0,0,3,0,0,0,2,1,0
1362a,0402b,0,3,0,0,0,0,1,2,0,0
0525a,0525c,0,1,0,1,0,0,1,0,0,1
0577a,1153a,2,0,0,1,0,0,0,1,0,0
1229b,1231a,0,1,0,3,0,0,1,2,0,0
0565a,0461b,0,0,0,3,0,0,1,1,1,0
1229b,1219a,2,0,0,2,0,1,0,2,0,0
1489a,0496f,1,3,0,3,0,0,1,2,0,0
0458a,1411a,0,1,0,1,0,0,0,1,0,0
1302a,0396c,1,0,0,3,0,0,3,2,0,0
0577a,1552a,1,1,0,1,0,0,1,0,0,0
0577a,1543b,0,0,0,2,0,0,1,1,0,0
1386a,1531b,1,0,0,3,0,1,1,0,0,0
1446a,1534b,0,0,0,0,0,0,0,1,0,0
1302a,1386c,1,0,0,0,0,0,0,2,0,0
1229b,1300a,0,0,0,2,0,0,0,1,0,0
1305a,0600b,1,0,0,3,0,0,0,1,0,0
0565a,0429b,1,0,0,0,0,1,0,3,0,0
1362a,0422b,1,3,0,3,0,0,0,3,0,0
1362a,1534b,2,0,0,0,0,0,1,1,0,0
0379b,1520c,1,0,0,3,1,0,0,2,0,0
1362a,1450b,1,1,0,0,0,1,0,3,0,0
0379b,1320b,0,0,0,0,0,1,0,3,0,0
1517a,1362a,1,0,0,2,0,0,0,2,0,0
1121a,1144c,1,0,0,1,0,1,0,1,0,0
1386a,1230a,1,0,0,0,0,0,0,0,0,0
1120a,1300c,1,0,0,3,0,0,1,1,0,0
1302a,0349a,1,0,0,2,0,1,0,1,0,0
